(Do Not Modify) Opportunity,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Account,Topic,Estimated signature date,Current BPF Status,Owner,Annual Margin,Total Service Amount,Primary Pillar,Are we shortlisted?,License SaaS ARR,Current BPF Advance Date,Pillar Must Win
6dd6704d-46fc-4b07-adc8-ba265c5830a5,HfTLTSIVVEuFLgnHL9PoWIxvRTF5Spnwi86sSP3u/tgxrL0HxsaCaa6eNbhgAEWLrBo5WJ0S4W83e4ppJjNazA==,2/12/2025 2:37,Allianz Australia (F5AU),CDM to cloud,26/6/2026,Qualification,Neville Ray,36517.68,55000.00,CPM,,121725.45,2/12/2025 12:37,
879d8eb4-53be-ee11-9079-000d3acc166b,DlZWGWJzRJ7kqY6DHR1X9pKO7wnhJpUhQUYs9kwI4S8vA8geBe8Bp+7/fknL+iwvue+PBDj8k0qOcJH+oy9a/g==,5/12/2025 3:29,Cushman & Wakefield (F5AU),Cushman Partner Plus,30/6/2026,Qualification,Neville Ray,0.00,22500.00,CPM,,0.00,13/11/2025 12:57,
b2df17ee-9792-f011-b4cc-000d3ad2aa59,WTU3n6gxZvECvLhN3Id6E5jQ3hdSHUGzvcLThCNdrtEwgPQUpWC65y1r0Rqfh+eAIKpxYp7p6obj2cMRk9PQwg==,22/12/2025 2:19,CMNL,NetSuite ERP,30/6/2026,Qualification,Anthony Najafian,50000.00,250000.00,NetSuite,,100000.00,16/9/2025 10:56,
fbc51023-3c7e-f011-b4cc-002248940329,qzKsXDeq/+/Ztqm656Y3BDVWvxqjAOKi5hgQpRvZESosCyjVSpzzIRk5z5SDCaeVkC2RA9DfsVTS7yBmDa2psg==,26/1/2026 10:08,Cult Design,Cult Design   NetSuite ,30/6/2026,Solutioning,Anthony Najafian,50000.00,250000.00,NetSuite,,100000.00,21/8/2025 13:14,
aaedddf7-53be-ee11-9079-002248962d74,c+j2iwuYyU+eP2CEb3TirQu537NQHOpSuKZimqcZxh5gfkAqi57rJ4HjVxpDW6c+ghMTVysD48MofoXpPS1aRQ==,14/1/2026 2:16,Linktree,Linktree: WAP,30/6/2026,Solutioning,Karen Linehan,22500.00,50000.00,CPM,,45000.00,2/7/2024 11:08,
c3aa29c5-1db2-4147-93c7-08a4974c3ce6,jowwG99JaNsUR59pI3UmgTEXgfdF6/dA7gfJIego7G2RSdpIQgQz+Xa9yjLsTs8kfSMwaw77oDmDy7G3cpgNBg==,13/11/2025 6:15,Downies Collectables,Downies - Inventory Management Improvements,30/6/2026,Qualification,Karen Linehan,0.00,30000.00,NetSuite,,0.00,13/11/2025 16:15,
743975f1-feea-4c04-a98b-10db14e53a18,FfTMSMaXpw3KB+zlpv5UAfr2WxX1656g9uTQcwZwfq9KY4EiOCK4Ci7+zR04lxtKf0wkRQJhHuu79R1VT/aZhw==,14/12/2025 22:03,Manos Projects,New NetSuite Manos Projects,30/6/2026,Solutioning,Anthony Najafian,30000.00,100000.00,NetSuite,,60000.00,14/11/2025 13:38,
cee6bbaa-05ff-4137-8fcc-1612e5785560,GqskU///dUG07YIiusx1yhYQ7Rt2BEVETfpYY87mVCg2vQxWrEMZIIiA32LrICnJAPMA9voQfZ3EbbCJj3+lPw==,15/1/2026 5:02,Aje Wholesaling Pty Ltd,CPM PartnerPlus,30/6/2026,Solutioning,Neville Ray,0.00,20350.00,CPM,,0.00,6/2/2025 10:49,
da283ce3-7624-4f48-8cef-19136344a980,swrIGypUmjjk5jRWqq5Z4Bki1Vk/DWxjZ9eIgFu74bMEm1WGTlfj6a0FCzqzCdKAfAk+nn++6ypGGAv+iwEtFQ==,26/1/2026 10:09,McPherson's Consumer Products,NS Opportunity,30/6/2026,Qualification,Anthony Najafian,100000.00,450000.00,NetSuite,,200000.00,3/8/2025 20:36,
8e081688-83e4-45d7-8622-1982100fef3f,dttUjQg+T2zopp/1+Wh+pNURM/1lb/kq/d3hvZcdiMNQi2zzj5xLHRGe6mNFYVj3lGDA0D/Ngc9gkrHXgMqVbw==,12/1/2026 3:32,Alpha Vital Pty Ltd,AV: Secure Domain License,30/6/2026,Contracting,Karen Linehan,168.28,0.00,NetSuite,,336.55,13/11/2025 15:52,
51e5fbac-2909-4549-9f9e-429fa0881c7d,t1a4BJ9EnFOuVyxRmIj6evgqt3amhDy0248hUWyrxy7+zkd7gpcMgPLKur5AtWLwJfV2OQndum2T8a+vLHebjQ==,26/1/2026 10:10,Pillow Talk,NS opportunity,30/6/2026,Qualification,Anthony Najafian,20000.00,100000.00,NetSuite,,40000.00,23/5/2025 20:34,
f87304b0-1f7f-475f-b1a8-44e27c4efa8e,ZfLpFSFWamd3guYvfnREm0+QmJCGIuVMJl9X4KZn1gDW1JbH2sEcQ73luH5F5bUFW4Bwez7TGzx78UpyCdLMWg==,19/11/2025 5:15,Majuro Water and Sewer Company,IUSRIP- Integrated Urban Services Sustainable Resilient Infrastructure Project,30/6/2026,Solutioning,Steve Paea,30000.00,120000.00,NetSuite,,60000.00,16/3/2025 20:14,
7ff67a75-031a-4d88-829e-49ed40c2dc24,Dw4wuEnC79eJiqqEhX8J5eKyfcJIpKpk54M1mjl1or/I+UEYNTyiJawtc5/ZwtCnpZU9pVuRLn/VeAK1zQEJ8Q==,15/12/2025 5:20,Downies Collectables,Downies: Shopify Partner MS,30/6/2026,Qualification,Karen Linehan,0.00,30000.00,COM,,0.00,15/12/2025 8:59,No
46d7f300-0020-47d9-8a27-60b4be92f260,WicI1aZZuRpV2wHWdwEihsXHE82ot99A5BxsUQgja/d746RqZCSaODZr4iNHLZdruz3mL76apn/L/yeFZjsdIQ==,15/1/2026 5:08,Judo Bank,CDM,30/6/2026,Qualification,Neville Ray,0.00,0.00,CPM,,30000.00,8/8/2025 8:58,
3352477a-7c5d-4a8d-aabb-745363f35c7c,wmdrkQr6r0LLAPXQfyzHEljmYk6ubO3bTzeqUjyA2e69a12Cdpg+iXlxz45ZYtgmigImZ7IVeF5Sp6FT3nJ0KA==,26/1/2026 10:09,Village Roadshow Group (F5AU),Netsuite,30/6/2026,Qualification,Anthony Najafian,10000.00,0.00,MSP,,10000.00,17/11/2025 10:56,
f3e672d5-77fc-4135-9fd5-77216025e96d,J+x4SANuUoAbgkzrKl7+QzYZlD42u4ZQ7YV5JXbYR0l0+v3C19UhUuqbLJEVQ4tMUXLAEkxLuyLqU9yJYb4OYw==,13/11/2025 6:16,Downies Collectables,Downies - Customer/Supplier Portal,30/6/2026,Contracting,Karen Linehan,0.00,30000.00,NetSuite,No,0.00,18/7/2025 11:38,
4fb69a35-9493-4df9-80d3-792ce7f44042,5UCLsnqEi0am/Sk+W4davncGXPYtcXfiAeA9WPk6hGykJPkRDLLvhsfaBFjYKY/ZwVByWe4rBjx/8xFwLhDSJg==,18/1/2026 21:54,Armadillo (F5AU),Employment Hero Margin,30/6/2026,Solutioning,Anthony Najafian,4000.00,0.00,NetSuite,,20000.00,1/4/2025 11:47,
fbba2f11-25f1-f011-8407-7c1e5289dd25,NBNeOV2Pl5CyxHVKiv5lRCuqrZW/xbbSMrUTBHx7ebh5xzdWk4dfismeA4vlP4aYnTf2b8S5p0tO0eyfWXY5rw==,18/1/2026 22:00,National Breast Cancer Foundation,National Breast Cancer Foundation   NetSuite ,30/6/2026,Qualification,Anthony Najafian,30000.00,150000.00,NetSuite,,60000.00,14/1/2026 18:43,No
a5096de2-dedf-f011-8544-7ced8d347b77,DLnZvZhwK4iOJEYpsjfkmtFXanhu6JxGks7G6fV3JaX7cw5dP4Xva2vRFmud4Wua2YG0H4rgu3T/n5kQH9nF0Q==,11/1/2026 13:33,Virtus Health,Virtus Health   NetSuite ,30/6/2026,Qualification,Anthony Najafian,40000.00,200000.00,NetSuite,,80000.00,23/12/2025 19:08,No
fe3a3b8d-94d1-f011-bbd3-7ced8da2b14d,mPGNTS301JXg3WmT78Zv8tcbOuQnRAQUCB1E+iy3Xkt5kk4W1BD2kz4LE2C5m6TY5ljm2EiQ6AN9fLQz6PbeBw==,5/12/2025 6:00,Synertec,Synertec RFP,30/6/2026,Qualification,Tony Goh,90000.00,250000.00,NetSuite,,180000.00,5/12/2025 14:40,No
a90b1aa6-94d1-f011-bbd3-7ced8da2b14d,8DwV23OCJMtAtDDrh99OUnusMor+9WMF2ioAsC9c1TPc6uoLNK7OSeRcIef3T51endRr62goqdQA9Xpxv+VpMg==,5/12/2025 6:00,FBT-Transwest Pty Ltd,FBT-Transwest Pty Ltd   NetSuite,30/6/2026,Qualification,Tony Goh,45000.00,200000.00,NetSuite,,90000.00,5/12/2025 14:41,No
d2732d8c-4b93-49e8-a154-84511fb21b1c,XHDi8hKowrlKU2WMTYuOEl0fN/Rfpf8pzryUn37TjWfBjEznBBzl8zLUxvZ8/q5ZQcfXDqa74BQEnXUZ6NtxwA==,19/1/2026 21:07,AIRLOCK DIGITAL PTY LTD,Airlock | NetSuite SaaS,30/6/2026,Qualification,Anthony Najafian,40000.00,200000.00,NetSuite,,80000.00,17/3/2025 9:04,
1da23caa-f88a-4633-92b8-92d5646e5db3,oDPqorHuyuJjTAwVGQAIVEJKiMfg4a3LiFcgZUrey2V4fPCGtyEHUejtCG/oKhdH2KE02FtwPkfYt89x+Snh5Q==,26/1/2026 10:10,RZ Resources,New NetSuite RZ Resources,30/6/2026,Solutioning,Anthony Najafian,45000.00,175000.00,NetSuite,,90000.00,9/4/2025 11:39,
e9a9406b-b784-47ac-8c2d-9ad6706a2374,KkPtbCM9jqecvjDmcfcc5C5Wv9LEXBx8dO1u9TjZ69cnz5B6jUW86ou3xzJXG4LPO0MzfwRIgf0v+Ep4BROU/Q==,13/1/2026 23:58,Koko Black Aust,KKB: Shopify POS Integration,30/6/2026,Solutioning,Karen Linehan,0.00,160182.00,NetSuite,,0.00,9/10/2025 14:35,
16e7222a-93be-41de-93f6-a64202a00d92,ZpF+hFr0NU7n+PInZKmWSiz71dpli+uQCiUpLUsdB+UByB0BiblJpjBME3rJqymHTS+nv24RQcx2Rg+w0imiHw==,5/12/2025 3:50,FBT-Transwest Pty Ltd,Alignment Proposal,30/6/2026,Qualification,Tony Goh,0.00,16000.00,NetSuite,,0.00,3/3/2025 10:33,
7e2302a4-f59e-476c-a2d9-c0a3f5503270,o9xsUT1uo7R/WlDBeFjZNtFBexS2xQ7Z10QTjVwxvkjhddnbh1yRSU6cc/opkPsVgHnl+aAtsy0NneBQ4bcZ2Q==,11/1/2026 11:12,UBT Marketing,"ESS Users + F5 Timesheet UI + Prm Tier, Demand Planning & SB (TBD)",30/6/2026,Solutioning,Anthony Najafian,12150.00,0.00,NetSuite,,40500.00,27/3/2025 12:07,
8b08b1d6-f124-41de-9f96-c9b48c164c24,/4W16EMhHDE7d6Obhli+PJoiMF3rkcgXISd/b3Ho4hxb97rRqSoCNDxMQx/OMD8UsDO9TCKRZiD25d7KbNOMRQ==,18/1/2026 21:54,Armadillo (F5AU),Armadillo Pre Go-Live incl. modules and CRM Users,30/6/2026,Qualification,Anthony Najafian,15000.00,0.00,NetSuite,,30000.00,28/11/2024 12:55,
5350586f-b003-4b9b-8c8a-d0dbc263f944,55vk3cxWnZV2QPcqRff3m4kH4xb9kOYGeJho5fG/ei+11c1L00PNHp7YCWUTrL+ppUI5f8pgGZuV356YsmWnXw==,22/12/2025 2:19,Delta Burn Pty Ltd,NetSuite Opportunity,30/6/2026,Solutioning,Anthony Najafian,30000.00,100000.00,NetSuite,,60000.00,17/3/2025 8:26,
f52fd8f6-4d6c-42b7-a008-d2aa55fb0e66,0TYd4N6uN2GmA+Zxliwq6fW0DGtZCK4wkLkMp6tpKIdGzborkUPbzx2zhm7E4T56LkOYq3wMwH6f6K6m71vugg==,10/12/2025 3:05,Angus Australia,New NetSuite Angus Australia,30/6/2026,Qualification,Steve Paea,50000.00,120000.00,NetSuite,,100000.00,12/3/2025 20:29,
7138a5a3-f027-4406-9b84-d7a4565b3957,0ZAnc+nMG3wUDiMOvD2u9JWSAiquoErTyvtAiYaP3Csc/3SVyR3JqZv9SWzGahtntxsD6iu/eIuksg5FmNXUkw==,11/12/2025 22:15,Five Good Friends Pty Ltd,FGF: 1 x GA,30/6/2026,Qualification,Karen Linehan,3591.00,0.00,NetSuite,,3591.00,12/12/2025 8:15,No
c4172460-6de1-4cd0-9318-db600a7bdcc2,4XzmQOrjYtC//HW3cDp1PQU9YLUjetyVs5tvxA3eLb9sbzo9WsDqXYE2CquHAGaoZBq4K1gq6Y4lCeADIMWp1A==,2/12/2025 4:49,Movember Foundation,Movember: NetSuite P&B,30/6/2026,Qualification,Karen Linehan,18069.00,0.00,NetSuite,,36138.00,13/11/2025 16:16,
ff14eb33-7f66-4951-90c5-e0169fe36374,YvEdsxggx4ZlU5DkHej8QBYD2fwfYpjLczIeeZw/ztl10YTzPa4hWeER2TmzmDPEic5oGcb8FImeKnoex/4RcA==,21/1/2026 0:50,Lighting Partners,NetSuite 2026 Initiatives,30/6/2026,Solutioning,Justin Petrovic,10000.00,50000.00,NetSuite,,20000.00,16/1/2026 10:54,No
62d83964-ea65-49cf-be46-f1562bd5eb06,tTbxQZeFhcK0AP31ax9qwPqT9kqBSHfKurvwCVOB3/etxO8HfFixfXEqx7ipi6CRA7HBFU1Vc1P8XHL3lKswbg==,15/1/2026 23:16,Hillery Group,Hillery New NS,30/6/2026,Qualification,Tony Goh,30000.00,0.00,NetSuite,,60000.00,5/12/2025 14:44,No
a3129f7f-fc62-4fd0-b96f-f361d28ec891,o+62+bXeINZrkqmUGg6RY0TMu+iZKNVCdM58KG+6TIhEtDMaZAeWnWvRjUhiiR1bxAr0G6crYGpQjQ99Cx0kvA==,22/12/2025 2:18,Compassion Australia,NetSuite RFP,30/6/2026,Qualification,Anthony Najafian,20000.00,100000.00,NetSuite,,40000.00,21/5/2025 16:21,
a63fda34-5721-4b64-8b3c-f92fda6e1a8a,X7zWzzHOe+clscP3hpBpVqzBTGA1fReWxPvJlrT+w1UoEkXTG31yM5L0RvF2j2Ofa0RvT4cikafzN3udifDXuA==,19/11/2025 5:13,Office of the Auditor General- Solomon Islands,New NetSuite,30/6/2026,Qualification,Steve Paea,20000.00,120000.00,NetSuite,,40000.00,7/5/2025 9:13,
676948f3-8057-48f2-9043-fb51d11cceb1,E5P0b4qgFN6y6JyyfZdY9UcVdIJp7Jyfw7JJn41MTtV0/b3tCAgt6o2frMnlPJkB9WXmKtdUgic4scOltcB2JQ==,14/12/2025 22:46,Growthbuilt,IBM PA,30/6/2026,Qualification,Neville Ray,24000.00,95000.00,CPM,,120000.00,26/10/2025 15:59,
e1f13197-8b58-4b77-8d3b-124911ec4bf8,LYPhoGAkp839VymqGxItevrfaP+ByFu45z4dWcISsmT0X/jB+YqxozEv3wghrVgZIAnJeyV4zhVdGDvQfzSnJw==,15/1/2026 5:08,Ironbark (F5AU),WAP 3rd phase,30/7/2026,Contracting,Neville Ray,0.00,26000.00,CPM,Yes,0.00,8/8/2025 13:16,
c4250383-f5bd-4075-905d-70cd6fd8a7d6,2K/KMcBE010v449/G7668qrxmucs5IRGWTZzV+4YqVSNcTMchnDiVRv1fYRa8NS+nXJYDHAqBYP6bpFXqkKSDA==,16/12/2025 2:00,Sweat,Workday Adaptive Planning,30/7/2026,Solutioning,Neville Ray,18000.00,62000.00,CPM,,45000.00,23/11/2025 12:25,
7d24c1d9-53be-ee11-9079-002248962d74,lds1v8x9wgM5ylu544bw+qpbbf1vfzxUmFBqDrBD9tHDTUDUf4h3nUwsjYOYM+VyP1sIrro8wrxEm+/M7BZ/7w==,18/1/2026 4:35,Selfwealth,Selfwealth ,31/7/2026,Qualification,Neville Ray,14100.00,55000.00,CPM,,47000.00,5/12/2025 13:33,
f3e560ab-7fe8-426a-b1fd-040e2322a6ab,GoDpqz9oM05o7PP7yKGDMVnrv8pk1s+2DpCZulPekutMFO8dxtbEouJRd+qv0PMxmVBRRnFVSMWFosJqkONl8Q==,1/11/2025 4:59,Gauvin Group (PRIVITY) (F5AU),Gauvin - Adaptive Planning,31/7/2026,Solutioning,Karin Prinsloo,25000.00,64800.00,CPM,,50000.00,31/10/2025 17:57,
d47c92bb-53cc-47f4-ab47-404078f0b075,+RjzytCWi5vsHFR50O3cO7VrMZeRmCJu0TfF5ku4XwsMwvqZcw7HzHlWHANbs3pmwoKJdJtESiIWNta2Erq9Nw==,19/1/2026 2:24,Fresh to Go Foods,Video conferencing system and setup,31/7/2026,Qualification,Justin Petrovic,0.00,0.00,CIS,,0.00,15/8/2025 15:07,
b629455a-521b-45d4-b698-559d939122d5,D7cTAcSTWMEU4v53xrwh+A1uYV+Fdgr7+W9tF3JA++93SHmWkvmvh4vLG+PnquXeiVoLl6IAY3deYPgivhK1xw==,21/1/2026 6:10,All Pumps Pty Ltd (F5AU),Project Management Module,31/7/2026,Qualification,Justin Petrovic,3300.00,5000.00,NetSuite,,6600.00,21/1/2026 16:09,
31700bc7-cddf-f011-8544-7ced8d347b77,+yQsD6h7/Fl3oEC+nMtD9Hwt0kcUwkHDAUg5Z52ygFu5y4ziHdS6Af23c5ciZVIt3vxQVNlP5PpxXcNQKN4F7g==,24/12/2025 5:10,Linfox Armaguard Pty Ltd,Linfox Armaguard,31/7/2026,Qualification,Anthony Najafian,45000.00,250000.00,NetSuite,,90000.00,23/12/2025 17:05,No
8814a532-5d33-45ed-8707-bd5dbbfda167,M/QP4l0WRCJ/r5TUx+JSqnzIQYohRKSnyZD5TYvn0JaWUxOIzxJ9Fjg5aHsX5Q3XSpIA2ORcvTojBLoAgkJHiQ==,22/1/2026 3:58,Hazeldenes,IBM PA,31/7/2026,Qualification,Neville Ray,2751.85,22250.00,CPM,,11936.85,26/10/2025 16:03,
ad0188dd-ff96-47ee-9238-f362a1094e4b,KVWDqWA6hzVV+BuYUwbZfLnY1Py6Z/9AIu1kY87bFmnBbozKdpR2W1m9w15WPcc8WcCDuXaOxn/ET0J2PaLo8A==,27/10/2025 4:55,iseek,Workday Adaptive Planning,31/7/2026,Qualification,Neville Ray,12250.00,45000.00,CPM,,45000.00,26/10/2025 15:57,
d11c7f61-53be-ee11-9079-000d3acb522b,kHlQ56qngE0YNkoAW68MFpmrQO8PwZQVNT3SMoz+iMu6DIagMk0471BEQu6Kj61t/Xc84zPc3T4oNG1UT0vRwA==,15/1/2026 5:05,Alkath Group,WAP - Alkath ,30/8/2026,Qualification,Neville Ray,15400.00,35000.00,CPM,Yes,68000.00,5/12/2025 13:35,
087348e2-62d2-4b12-91d8-1b168690cdc4,s0zUr9+bFkE3+Gu5KJDVMEUzs6jI4L7abB8m3l+QPUrqB+OfaE+VkrkUYibMpSDA6IECjLFStHCrrNj2dk7/Vw==,22/1/2026 6:20,Small Business Development Corporation Western Australia,Small Business Dev NetSuite - RFP New,31/8/2026,Solutioning,Karin Prinsloo,0.00,150000.00,NetSuite,,80000.00,31/10/2025 17:12,
9ab624d6-7b5b-41a2-a1ac-c5a6f90eada7,PQf1UPqMReau/9UwgIbO36HbxAdPSmNC4g09SFgwpQnxF+X3pU07qrJ0jke1BkbjfYYLxoscdEVQKqHuqEzq7Q==,15/1/2026 5:03,Munro Footwear Group,Workday Adaptive Planning,31/8/2026,Solutioning,Neville Ray,11000.00,68000.00,CPM,,55000.00,14/12/2025 14:31,No
f542c4a3-ed18-f011-9989-000d3acb1f69,HqxUscUNxeUSvFhPe3ZTJpsP5USdNj3F2pv8UtAdWGbPzTeXmSuGs8V9CuS48X1XoRhHiJuZrrH3w+e9eXab9A==,23/1/2026 9:23,Dredge Robotics,Dredge Robotics   NetSuite ,30/9/2026,Qualification,Karin Prinsloo,25000.00,120000.00,NetSuite,,50000.00,14/4/2025 15:02,
1e54ad6f-7120-4559-a099-2c4aa7c94397,ep4O8iCo2kNymoQzJErCHrh6tryAJ7U4L11DaMCFkgLQYh+WNBAHczy1jc5d5weDkmUFEp9vLHW9QqHFwMJucA==,11/1/2026 22:06,InfoXchange,InfoXchange - ITSM Solution RFP,30/9/2026,Qualification,Karen Linehan,0.00,50000.00,CIS,,0.00,15/9/2025 15:58,
0e5dba73-3b86-48ad-bedf-517dd137e75c,S8lCU5xDsDF2rxJ2vN4BQKIQWGo5UFk0Qq+x5X/MIsqgziCdF223VJzPZ6SNGSP+3wnNyiqCZbmbJ+BZjLeC2w==,1/12/2025 22:55,Mountain Blue,New NetSuite Mountain Blue,30/9/2026,Solutioning,Steve Paea,45000.00,200000.00,NetSuite,,90000.00,15/4/2025 16:20,
0db36037-ce66-408b-bae0-9d0d7d4312c9,lycu9q1YyK2QyQlyOJTHJd0jJE3yha8R2CxD9RnDqnKFf+cggXGopYYXaFie5ptg6JCv80IPFL1IZwiYK1KPwA==,19/1/2026 2:22,Fresh to Go Foods,Fresh to Go - Power BI and Fabric Implementation - Azure - PAL Link,1/10/2026,Qualification,Justin Petrovic,0.00,50000.00,DA,,6000.00,7/8/2025 17:25,
171b9fbd-5b11-4a80-8bc4-a39949e20ed1,TBeA5KaGW3an5c9M9E5SqTnQuBDTsW7nD1a6plLybom8b/xigE3ge395t9cA9LKENhD8ggcJ/oWnMMr9xtdUtw==,22/1/2026 8:01,Junction Australia,Junction New NetSuite ERP,31/10/2026,Solutioning,Karin Prinsloo,30000.00,120000.00,NetSuite,,60000.00,24/10/2025 16:59,
4625797b-53be-ee11-9078-00224895a5dd,aJ1Rnofanldbi+Rj57CGrEd4NRkXW2PTkw5ime2RAUu9w6CeRwm3aTy51Gt9I9O6z/UfYh/q0c0eZAXJcHXIBw==,9/12/2025 2:41,Tally Group,WAP - Tally Group,30/11/2026,Qualification,Karin Prinsloo,30250.00,65000.00,CPM,No,55000.00,9/12/2025 12:41,
